decade,id,title,artist,lyrics
1970,2425253,그 얼굴에 햇살을,이용복,"눈을감으면 저 멀리서 다가오는 다정한 그림자
옛 얘기도 잊었다 하자 약속의 말씀도 잊었다 하자 

그러나 눈 감으면 잊지 못한 그사람을 
저 멀리 저 멀리서 무지개 타고 오네

그러나 눈 감으면 잊지 못한 그 사람을 
멀리 저 멀리서 무지개 타고 오네 

그러나 눈 감으면 잊지 못할 그 사람을 
저 멀리 저 멀리서 무지개 타고 오네"
1970,1767912,그건 너,이장희,"<제1절> 
모두들 잠드는 고요한 이밤에 
어이해 나홀로 잠못이루나 
넘기는 책속에 수많은 글들이 
어이해 한자도 뵈이질 않나 
 
그건너 그건너 바로너 때문이냐 
그건너 그건너 바로너 때문이냐 
 
<2절> 
언제는 비가오는 종로거리를 
우산도 않받고 혼자걸었네 
우연히 마주친 동창생 녀석이 
너미쳤니 하면서 껄걸웃더군 
 
그건너 그건너 바로너 때문이냐 
그건너 그건너 바로너 때문이냐 
그건너 그건너 바로너 때문이냐 
 
<3절> 
전화를 걸려고 동전바꿨네 
종일토록 번호판과 씨름 했었네 
그러다가 당신이 받으면 끊었네 
왠일인지 바보처럼 울고말았네 
 
그건너 그건너 바로너 때문이냐 
그건너 그건너 바로너 때문이냐 
 
그건너 그건너 바로너 때문이냐 
그건너 그건너 바로너 때문이냐 
 
그건너 그건너 그건너"
1970,1105105,그대로 그렇게,Fevers,"내 사랑하는
그대여 정말 가려나
내 가슴 속에
외로움 남겨둔채로
내 사랑하는
그대여 정말 가려나
내 가슴 속에
서글픔 남겨둔채로
떨어지는 저
꽃잎은 봄이면 피지만
내 사랑 그대
떠나면 언제 오려나
날아가는 저
철새도   봄이면 오지만
내 사랑 그대
떠나면 언제 오려나
그대로 그렇게
떠나간다면
난 정말 어찌 하라고
그대로 그렇게
떠나간다면
난 정말 울어 버릴껄
오 그대여 한
마디만 해주고 떠나요
지금까지 나를 정말 사랑 했다고
오 그대여 이
한마디 잊지말아요
나는 오직 그
대만을 사랑 한다는걸

그대로 그렇게 떠나 간다면
난 정말 어찌 하라고
그대로 그렇게 떠나 간다면
난 정말 울어버릴껄
오 그대여 한
마디만 해주고 떠나요
지금까지 나를 정말 사랑 했다고
오 그대여 이
한마디 잊지말아요
나는 오직 그대만을
사랑 한다는걸
오 그대여 한
마디만  해주고 떠나요
지금까지 나를 정말 사랑 했다고
오 그대여 이
한마디  잊지 말아요
나는 오직 그대만을
사랑 한다는걸
오 그대여
한마디만  해주고 떠나요
지금까지 나를 정말 사랑 했다고
오 그대여
이 한마디  잊지 말아요
나는 오직 그대 그대만을
사랑 한다는걸
오 그대여
한마디만  해주고 떠나요
지금까지 나를 정말 사랑 했다고"
1970,1074345,그때 그사람,심수봉,"비가 오면 생각 나는 그 사람
언제나 말이 없던 그 사람
사랑의 괴로움을 몰래 감추고
떠난 사람 못 잊어서 울던 그 사람
그 어느날 차안에서 내게 물었지
세상에서 제일 슬픈게 뭐냐고
사랑보다 더 슬픈건 정이라며
고개를 떨구던 그때 그 사람
외로운 병실에서 기타를 쳐주고
위로하며 다정했던 사랑한 사람
안녕이란 단 한마디 말도 없이
지금은 어디에서 행복할까
어쩌다 한번쯤은 생각 해줄까
지금도 보고 싶은 그때 그 사람

외로운 내 가슴에 살며시 다가와서
언제라도 감싸주던 다정했던 사람
그러니까 미워하면 안되겠지
다시는 생각해서도 안되겠지
철없이 사랑인줄 알았었네
이제는 잊어야 할 그때 그 사람
이제는 잊어야 할 그때 그 사람"
1970,5684137,그리운 사람끼리,Toi Et Moi,"그리운 사람끼리 두손을 잡고
마주보고 웃음지며 함께 가는길
두손엔 풍선을 들고 두눈엔 사랑
가슴엔 하나가득 그리움이래
그리운 사람끼리 두눈을 감고
도란도란 속삭이며 걸어가는길
가슴에 여울지는 푸르른 사랑
기쁨엔 하나가득 그리움이래
음"
1970,1767914,그애와 나랑은,이장희,"그애와 나랑은 비밀이 있었네
그애와 나랑은 남몰래 만났네
그애와 나랑은 서로가 좋았네
그애와 나랑은 사랑을 했다네
하지만 지금은 그애는 없다네

그애를 만나면 한없이 즐거웠네
그애가 웃으면 덩달아 웃었네
그애가 슬프면 둘이서 울었네
그애와 나랑은 사랑을 했다네
하지만 지금은 그애는 없다네

그애의 이름은 말할 수 없다네"
1970,36641985,그쟈?,최백호,가사 없음
1970,47283,긴머리 소녀,둘 다섯,"빗소리 들리면
떠오르는 모습
달처럼 탐스런
하이얀 얼굴
우연히 만났다
말없이 가버린
긴머리 소녀야
눈먼 아이처럼
귀먼 아이처럼
조심 조심
징검다리 건너던
개울건너 작은 집의
긴머리 소녀야
눈감고 두손모아
널 위해 기도하리라

눈먼 아이처럼
귀먼 아이처럼
조심 조심
징검다리 건너던
개울건너 작은 집의
긴머리 소녀야
눈감고 두손모아
널 위해 기도하리라
널 위해 기도하리라"
1970,989477,길가에 앉아서,김세환,"가방을 둘러멘
그 어깨가 아름다워
옆 모습 보면서
정신없이 걷는데
활짝 핀 웃음이
내 발걸음 가벼웁게
온 종일 걸어다녀도
즐겁기만 하네
길가에 앉아서
얼굴 마주보며
지나가는 사람들
우릴 쳐다보네
랄 라라 랄라라
랄랄 라라라라라
랄라라랄 라랄라
랄라라라라랄라

가방을 흔드는
그 손이 아름다워
뒷 모습 보면서
정신없이 걷는데
늘어진 가로수
내 발걸음 가벼웁게
온 종일 걸어 다녀도
즐겁기만 하네
길가에 앉아서
얼굴 마주보며
지나가는 사람들
우릴 쳐다보네
랄라라 랄랄라
랄라 라라라랄라
랄라라랄 라랄라
랄라 라라라랄라

길가에 앉아서
얼굴 마주보며
지나가는 사람들
우릴 쳐다보네
랄라라 랄랄라
랄라 라라라랄라
랄라라랄 라랄라
랄라 라라라랄라
랄라라 랄랄라
랄라 라라라랄라
랄라라랄 라랄라
랄라 라라라랄라
랄라라 랄랄라
랄라 라라라랄라"
1970,1632356,꽃동네 새동네,정훈희,"뜰 아래 반짝이는 햇살같이~ 
창 가에 속삭이는 별빛같이~ 
반짝이는 마음들이 모여삽니다~ 
오손도손 속삭이며 살아갑니다~ 
비바람이 불어도 꽃이 피듯이~ 
어려움속에서도 꿈은 있지요~ 
웃음이 피어나는 꽃동네 새동네~ 
행복이 번져가는 꽃동네 새동네~ 
 
뜰 아래 반짝이는 햇살같이~ 
창 가에 속삭이는 별빛같이~ 
반짝이는 마음들이 모여삽니다~ 
오손도손 속삭이며 살아갑니다~ 
비바람이 불어도 꽃이 피듯이~ 
어려움속에서도 꿈은 있지요~ 
웃음이 피어나는 꽃동네 새동네~ 
행복이 번져가는 꽃동네 새동네~"
1970,65440,꽃반지 끼고,은희,"생각난다
그 오솔길
그대가 만들어준 꽃반지끼고
다정히 손잡고
거닐던 오솔길이
이제는
이제는
가 버린
가 버린
아름다운 추억

생각난다 그 바닷가
그대와 둘이서
쌓던 모래성
파도가 밀리던
그 바닷가도
이제는
이제는
가 버린
가 버린
아름다운 추억

정녕 떠나 버린 당신이지만
그래도 잊을 수 없어요
여기 당신이 준 꽃반지를 끼고
당신을 생각하며
오솔길 걷습니다
그대가 만들어준
이 꽃반지
외로운 밤이면
품에 안고서
그대를 그리네
옛일이 생각나
그대는
그대는
머나먼
머나먼
하늘에 저 별

저 별"
1970,91387,꽃순이를 아시나요,김국환,"꽃순이를 아시나요
꽃처럼 어여뿐 꽃순이
나에눈에 이슬남기고
내곁을 떠나간 꽃순이
아 어딜가면 찾을까요
첫사랑 꽃순이
내사랑 꽃순이
꽃피는 봄이 돌아오며는
내곁에 오려나 꽃순이
아 어딜가면 찾을까요
첫사랑 꽃순이
내사랑 꽃순이
꽃피는 봄이 돌아오며는
내곁에 오려나 꽃순이"
1970,48212,끝이 없는 길,박인희,"길 가의 가로수 옷을 벗으면
떨어지는 잎새 위에
어리는 얼굴
그 모습 보려고 가까이 가면
나를 두고 저만큼 또 멀어지네
아 이 길은 끝이 없는길
계절이 다가도록 걸어 가는길

잊혀진 얼굴이 되살아 나는
저만큼의 거리는 얼마 쯤일까
바람이 불어와 볼에 스치면
다시 한번 그 시절로
가고 싶어라
아 이 길은 끝이 없는길
계절이 다가도록 걸어 가는길
걸어 가는길 음"
1970,1767911,나 그대에게 모두 드리리,이장희,"나 그대에게
드릴 말 있네
오늘 밤 문득
드릴 말 있네
나 그대에게
모두 드리리
터질 것 같은
이 내 사랑을
그댈 위해서라면
나는
못할게 없네
별을 따다가
그대 두손에
가득 드리리
나 그대에게
드릴게 있네
오늘밤 문득
드릴게 있네

그댈 위해서라면
나는
못 할게 없네
별을 따다가
그대 두손에
가득 드리리
나 그대에게
모두 드리리
터질 것 같은
이 내 사랑을"
1970,1573619,나비소녀,김세화,"옛날 옛날 한 옛날에 예쁜소녀 하나가
꽃바구니 옆에 끼고 나물캐러 가다가
꽃잎 속에 숨어 있는 나비한테 반해서
나물 담을 바구니에 예쁜 나비가 가득
호랑나비 한마리는 가슴에다 붙이고
머리위에도 어깨 위에도
노랑나비 붙일래 나비야 날아라
내 마음도 함께 날아라
나는야 아름다운 사랑의 나비소녀

옛날옛날 한 옛날에 예쁜소녀 하나가
꽃바구니 옆에 끼고 나물 캐러 가다가
꽃잎 속에 숨어 있는 나비한테 반해서
나물 담을 바구니에 예쁜 나비가 가득
캐고 싶은 나물들아 한뿌리도 못캤지만
나비가 좋아 나비가 좋아
노랑나비 붙일래 나비야 날아라
내 마음도 함께 날아라
나는야 아름다운 행복의 나비소녀
나는야 아름다운 행복의 나비소녀"
1970,2467839,나의 20년,장계현,"동녘에 해뜰때 어머님 날 나시고
귀엽던 아가야  내인생 시작됐네
열 두살 시절엔 꿈있어 좋았네
샛별의 눈동자로 별을 헤던시절
커피를 알았고 낭만을 잡았던
스무살 시절에 나는 사랑했네
너밖에 몰랐고 너만을 그리며
마음과 마음이 주고받던 밀어
그러나 둘이는 마음이 변해서
서로가 냉정하게 토라져버렸네
새파란 하늘처럼 그렇게 살리라
앞날을 생각하며 인생을 생각하리

커피를 알았고 낭만을 잡았던
스무살시절에 나는 사랑했네
너밖에 몰랐고 너만을 그리며
마음과 마음이 주고받던 밀어
그러나 둘이는 마음이 변해서
서로가 냉정하게 토라져 버렸네
새파란 하늘처럼 그렇게 살리라
앞날을 생각하며 인생을 생각하리"
1970,66149,내 마음에 주단을 깔고,산울림 (Sanullim),"내 마음에 주단을 깔고
그대 길목에 서서
예쁜 촛불로 그댈 맞으리
향그러운 꽃길로 가면
나는 나비가 되어
그대 마음에 날아가 앉으리
아 한마디 말이 노래가 되고
시가 되고
내 마음에 주단을 깔고
그대 위해 노래 부르리
그대는 아는가 이 마음
주단을 깔아논 내 마음
사뿐히 밟으며 와주오
그대는 아는가 이 마음
내 마음에 주단을 깔고
그대 길목에 서서
예쁜 촛불로 그댈 맞으리
향그러운 꽃길로 가면
나는 나비가 되어
그대 마음에 날아가 앉으리
아 한마디 말이 노래가 되고
시가 되고
내 마음에 주단을 깔고
그대 위해 노래 부르리
그대는 아는가 이 마음
주단을 깔아논 내 마음
사뿐히 밟으며 와주오
그대는 아는가 이 마음"
1970,1713590,내곁에 있어주,이수미,"나는 네가 좋아서 순한 양이 되었지
풀밭 같은 너의 가슴에
내 마음은 뛰어 놀았지
내 곁에 있어 주 내 곁에 있어 주
할 말은 모두 이것뿐이야
내 곁에 있어 주 내 곁에 있어 주
내 너를 위하여 웃음을 보이잖니
손목을 잡으며 슬픔을 감추며
내 곁에 있어 주

나는 네가 좋아서 순한 양이 되었지
풀밭 같은 너의 가슴에
내 마음은 뛰어 놀았지
내 곁에 있어 주 내 곁에 있어 주
할 말은 모두 이것뿐이야
내 곁에 있어 주 내 곁에 있어 주
내 너를 위하여 웃음을 보이잖니
손목을 잡으며 슬픔을 감추며
내 곁에 있어 주"
1970,1003543,내마음 갈 곳을 잃어,최백호,"가을엔... 
가을엔 떠나지 말아요 
낙엽지면 설움이 더해요 
차라리 하얀 겨울에 떠나요 
눈길을 걸으며 눈길을 걸으며 
옛일을 잊으리라 
 
거리엔 어둠이 내리고 
안개속엔 가로등하나 
비라도 눈이 내려버리면 
내마음 갈 곳을 잃어 
 
가을엔... 
가을엔 떠나지 말아요 
차라리 하아얀 겨울에 떠나요 
 
거리엔 어둠이 내리고 
안개속엔 가로등하나 
비라도 눈이 내려버리면 
내마음 갈곳을 잃어 
 
가을엔.. 
가을엔 떠나지 말아요 
차라리 하아얀 겨울에 떠나요 
하아얀 겨울에...떠나요..."
1970,53177,너,이종용,"낙엽지는 그 숲속에
파란 바닷가에
떨리는 손 잡아주던 너
별빛 같은 눈망울로
영원을 약속하며
나를 위해 기도하던 너
웃음 지으며 눈감은 너
내 곁을 떠난 뒤
외로운 집시처럼
밤을 태워버린 숱한 나날들
오늘도 추억속에 맴돌다
지쳐버린 창백한 나의 넋

바람에 실려가고
빗소리에 몰리는
잊어버린 너의 목소리
부서지는 머리결을
은빛처럼 날리우고
되돌아선 너의 옛모습
웃음 지으며 눈감은 너
내 곁을 떠난 뒤
외로운 집시처럼
밤을 태워버린 숱한 나날들
오늘도 추억속에 맴돌다
지쳐버린 창백한 나의 넋
창백한 나의 넋"
1970,1008359,너무합니다,김수희,"마지막 한마디 그 말은
나를 사랑한다고
돌아올 당신은 아니지만
진실을 말해줘요
떠날 땐 말없이 떠나가세요
날 울리지 말아요
너무합니다 너무합니다
당신은 너무합니다

조용히 두 눈을 감고서
당신을 그려봅니다
너무나 많았던
추억들을 잊을 수가 없어요
떠나간 당신은 야속하지만
후회하지 않아요
너무합니다 너무합니다
당신은 너무합니다"
1970,1124711,녹슬은 기찻길,나훈아,"휴전선 달빛아래
녹슬은 기찻길
어이해서 피빛인가
말 좀 하렴아
전해다오 전해다오
고향잃은 서러움을
녹슬은 기찻길아
어버이 정 그리워
우는 이 마음

대동강 한강물은
서해에서 만나
남과 북의 이야기를
주고 받는데
전해다오 전해다오
고향잃은 서러움을
녹슬은 기찻길아
너처럼 내 마음도
울고 있단다"
1970,3607234,누구라도 그러하듯이,배인숙,"누구라도 그러하듯이
길을 걸으면 생각이 난다
마주보며 속삭이던
지난날의 얼굴들이
꽃잎처럼 펼쳐져 간다
소중했던 많은 날들을
빗물처럼 흘려보내고
밀려오는 그리움에
나는 이제 돌아다본다
가득찬 눈물 너머로
아아아아아아아아아아아아아
누구라도 그러하듯이
거울을 보면 생각이 난다
어린 시절 오고가던
골목길의 추억들이
동그랗게 맴돌아간다
가슴속에 하얀 꿈들은
어느 하루 잃어버리고
솟아나는 아쉬움에
나는 이제 돌아다본다
가득찬 눈물 너머로
아아아아아아아아아아아아아
누구라도 그러하듯이
눈을 감으면 생각이 난다
헤어지던 아픔보다
처음 만난 순간들이
잔잔하게 물결이 된다
눈이 내린 그 겨울날
첫사랑을 묻어버리고
젖어드는 외로움에
나는 이제 돌아다본다
넘치는 눈물 너머로
아아아아아아아아아아아아아
누구라도 그러하듯이
창가에 앉아 하늘을 본다
떠다니는 구름처럼
날아가는 새들처럼
내 마음도 부풀어가네
어디선가 나를 부르는
아름다운 사랑의 노래
지평선을 바라보며
나는 이제 떠나련다
저 푸른 하늘 너머
우우우우우우우우우우우우우"
1970,1009254,눈이 큰 아이,버들피리,"내 마음에 슬픔어린
추억 있었지
청바지를 즐겨 입던
눈이 큰 아이
이슬비 오는 밤길에는
우산을 들~고
말~ 없이 따라오던
눈이 큰 아이
내 마음에 슬픔 어린
추억 있었지
지~금은 어딨을까
눈이 큰 아이

내 마음에 슬픔어린
추억 있었지
청바지를 즐겨입던
눈이 큰 아이
눈~ 내리는 밤길에는
두 손을 잡~고
말~없이 걷자하던
눈이 큰 아이
내 마음에 슬픔어린
추억 있었지
지~금은 생각나는
눈이 큰 아이
눈이 큰 아이
눈이 큰 아이"
1970,47978,님은 먼 곳에,김추자,"사랑한다고 말할걸 그랬지
님이아니면 못산다 할 것을
사랑한다고 말 할걸 그랬지
망설이다가 가버린 사람
마음주고 눈물 주고 꿈도 주고
멀어져 갔네
님은 먼 곳에
영원히 먼곳에 망설이다가
님은 먼 곳에

사랑한다고 말할걸 그랬지
망설이다가 가버린 사람
마음주고 눈물주고 꿈도 주고
멀어져 갔네
님은 먼 곳에
영원히 먼곳에 망설이다가
님은 먼 곳에"
1970,1574110,당신은 모르실거야,혜은이,"당신은 모르실거야
얼마나 사랑했는지
세월이 흘러가면은
그때서 뉘우칠꺼야
마음이 서글플 때나
초라해 보일때에는
이름을 불러주세요
나 거기 서 있을께요
두 눈에 넘쳐 흐르는
뜨거운 나의 눈물로
당신의 아픈 마음을
깨끗이 씻어 드릴께
당신은 모르실거야
얼마나 사모했는지
뒤돌아 봐 주세요
당신의 사랑은 나요
두 눈에 넘쳐 흐르는
뜨거운 나의 눈물로
당신의 아픈 마음을
깨끗이 씻어 드릴께
당신은 모르실거야
얼마나 사모했는지
뒤돌아 봐 주세요
당신의 사랑은 나요
당신의 사랑은 나요"
1970,3006962,Unknown,검은 나비,가사 없음
1970,47114,돌아와요 부산항에,조용필,"꽃피는 동백섬에 
봄이 왔건만 
형제 떠난 부산항에 
갈매기만 슬피 우네 
오륙도 돌아가는 
연락선 마다 
목메어 불러봐도 
대답 없는 내 형제여 
돌아와요 부산항에 
그리운 내 형제여 
 
가고파 목이 메어 
부르~던 이~거리는 
그리워서 헤매이던 
긴긴날의 꿈이었지 
언제나 말이 없는~~~ 
저 물결들도 
부딪쳐 슬퍼하며 
가는 길을 막았었지 
돌아왔다 부산항에 
그리운 내 형제여"
1970,1003617,두개의 작은 별,윤형주,"저 별은 나의 별
저 별은 너의 별
별 빛에 물 들은
밤 같이 까만 눈동자
저 별은 나의 별
저 별은 너의 별
아침 이슬 내릴 때까지
별이 지면 꿈도 지고
슬픔만 남아요
창 가에 지는
별 들의 미소
잊을 수가 없어요
저 별은 나의 별
저 별은 너의 별
별 빛에 물 들은
밤 같이 까만 눈동자
저 별은 나의 별
저 별은 너의 별
아침 이슬 내릴 때까지
라라라랄랄라 라라라랄랄라
라라라랄 라라 랄라라
지난 겨울 눈 내리던
창 가에 앉아서
단 둘이 나눈
영원한 약속
잊을 수가 없어요
저 별은 나의 별
저 별은 너의 별
별 빛에 물 들은
밤 같이 까만 눈동자
저 별은 나의 별
저 별은 너의 별
아침 이슬 내릴 때까지
라라라랄랄라 라라라랄랄라
라라라랄랄라 라라라 라랄라랄라
라라라랄랄라 라라라랄랄라
라라라랄라라 랄랄라"
1970,2520607,라라라,윤형주,"조개 껍질 묶어
그녀의 목에 걸고
물가에 마주 앉아
밤새 속삭이네
저 멀리 달 그림자
시원한 파도소리
여름밤은 깊어만 가고
잠은 오질않네
라라 라라라라
라라라 라라라라
라라라라라 라라라라
라라 라라라라
아침이 늦어져서
모두들 배고파도
함께 웃어가며
식사를 기다리네
반찬은 한 두가지
집생각 나지마는
시큼한 김치만
있어주어도
내게는
진수성찬
라라 라라라라
라라라 라라라라
라라라라 라라라라라
라라 라라라라
밥이 새까맣게
타버려 못먹어도
모기가 밤새 물어도~
모두들 웃는 얼굴
암만 생각해도
집에는 가얄텐데
바다가 좋고
그녀가 있는데
어쩔수가
없네
라라 라라라라
라라라 라라라라
라라라라 라라라라라
라라 라라라라
라라 라라라라
라라라 라라라라
라라라라 라라라라라
라라 라라라라"
1970,2215163,마음약해서,들고양이들,"마음약해서 잡지 못했네 
돌아서던 그사람 
혼자 남으니 쓸쓸하네요 
내 마음 허전하네요 
생각하면 그얼마나 정다웠던가 
나혼자서 길을가면 눈앞을 가려 
뜨거운 눈물이 흘러내리네 
마음약해서 마음약해서 
나는 너를 잡지 못했네 
생각하면 그얼마나 행복했던가 
나혼자서 길을가면 눈앞을 가려 
뜨거운 눈물이 흘러내리네 
마음약해서 마음약해서 
가는 너를 잡지 못했네 
마음약해서 잡지 못했네 
돌아서던 그사람 
혼자 남으니 쓸쓸하네요 
내 마음 허전하네요 
생각하면 그얼마나 정다웠던가 
나혼자서 길을가면 눈앞을 가려 
뜨거운 눈물이 흘러내리네 
마음약해서 마음약해서 
나는 너를 잡지 못했네 
나는 너를 잡지 못했네"
1970,51320,맨처음 고백,송창식,"말을 해도 좋을까
사랑하고 있다고
마음 한 번 먹는데
하루 이틀 사흘
돌아서서 말할까
마주서서 말할까
이런 저런 생각에
일주일 이주일
맨 처음 고백은
몹시도 힘이 들어라
땀만 흘리며 우물쭈물
바보 같으니
화를 내면 어쩌나
토라지면 어쩌나
눈치만 살피다가
한달 두달 석달

맨 처음 고백은
몹시도 힘이들어라
땀만 흘리며 우물쭈물
바보 같으니
내일 다시 만나면
속 시원히 말해야지
눈치만 살피다가
일년 이년 삼년
눈치만 살피다가
지내는 한 평생
에 에"
1970,1573393,머나먼 고향,나훈아,"머나먼 남쪽 하늘 아래
그리운 고향
사랑하는 부모 형제
이 몸을 기다려
천리타향 낯선거리
헤매는 발길
한잔 술에 설움을
타서 마셔도
마음은 고향 하늘을
달려 갑니다

천리타향 낯선거리
헤매는 발길
한잔 술에 설움을
타서 마셔도
마음은 고향 하늘을
달려 갑니다"
1970,1125814,먼데서 오신 손님,조미미,"오랜~만에
오셨습니다
오랜~만에~
만났습니다
이렇게~ 애타도록
기다리던 님인~데
꿈속에서~
그~린 님~인~데
어이하라고 어이하라고
나는 나는 어이하라고
대답해 주~~세요
말좀하~세~요
무어라고~ 말하~리까~
무어라고 말하~리까
먼~데서~
오신~손~님

오랜~만에
오셨습니다
오랜~만에~
만났습니다
그렇게~ 애타도록
기다리던 님인~데
마음속에~
그~린 님~인~데
어이하라고 어이하라고
이제와서 어이하라고
대답해 주~~세요
말좀하~세~요
무어라고~ 부르~리까~
무어라고 부르~리까
먼~데서~
오신~손~님"
1970,48204,모닥불,박인희,"모닥불 피워놓고 마주 앉아서
우리들의 이야기는
끝이 없어라
인생은 연기속에 재를 남기고
말없이 사라지는
모닥불 같은것
타다가 꺼지는 그 순간까지
우리들의 이야기는
끝이 없어라

타다가 꺼지는 그 순간까지
우리들의 이야기는
끝이 없어라"
